provider,code,message_zh,message_en,category,severity,solution
ezpay,STRD0028,此訂單交易不可退款(未付款 or 已全額退款),,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（交易退款 API）
ezpay,STRD0201,取得訂單/交易資料失敗,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（交易退款 API）
ezpay,STRD0202,訂單狀態不為已付款狀態,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（交易退款 API）
ezpay,STRD0203,退款金額超過可退款金額,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（交易退款 API）
ezpay,STRD0204,訂單退款失敗,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（交易退款 API）
ezpay,STRD0205,訂單退款處理中,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（交易退款 API）
ezpay,STRD9999,系統異常,,system,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（交易退款 API）
ezpay,SGTR0001,Version 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0002,Version 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0003,APIID 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0004,APIID 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0005,UID 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0006,EncryptData 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0007,HashData 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0008,UID 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0009,HashData 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0010,商店不為啟用狀態,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0111,加密資料不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0112,TimeStamp 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0113,APIID 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0114,Version 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0115,UID 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0116,TradeNo、MerchantOrderNo，不能同時帶入,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0117,TradeNo、MerchantOrderNo，其中之一不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0118,MerchantOrderNo 不得超過 20 字元,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0119,TradeNo 不得超過 20 字元,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0120,商店未啟用簡單付 TWQR 交易,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0201,訂單查詢失敗,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0202,交易結果查詢失敗,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR0203,跨機構交易詳細資料查詢失敗,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGTR9999,系統異常,,system,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（訂單查詢 API）
ezpay,SGRD0001,Version 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0002,Version 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0003,APIID 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0004,APIID 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0005,UID 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0006,EncryptData 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0007,HashData 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0008,UID 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0009,HashData 錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0010,商店不為啟用狀態,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0111,加密資料不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0112,TimeStamp 不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0113,Rtoken、MerchantRefundNo，其中之一不得為空,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0114,Rtoken、MerchantRefundNo，不能同時帶入,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0115,Rtoken 不得超過 64 字元,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0116,Rtoken 格式錯誤,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0117,MerchantRefundNo 不得超過 20 字元,,validation,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD0201,取得訂單/交易資料失敗,,business,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,SGRD9999,系統異常,,system,error,ezPay 電子支付平台手冊 W1.0.2「十一、錯誤代碼」（退款查詢 API）
ezpay,MPG01000,送入參數檢查錯誤,,validation,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG01010,程式版本錯誤,,validation,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG01012,商店訂單編號錯誤,,validation,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG01014,網址設定錯誤,,validation,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG01015,訂單金額錯誤,,validation,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG01016,時間戳記錯誤,,validation,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG01017,商品資訊錯誤,,validation,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG02002,查無商店開啟任何金流服務，請與客服聯繫,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG02003,金流服務未啟用，請洽客服中心,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG02004,送出後檢查，超過交易限制時間,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG02005,送出後檢查，驗證資料錯誤,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG02006,系統發生異常，請洽客服中心,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG03001,訂單資訊解密失敗,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG03004,商店狀態或屬性不符合，無法進行交易,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG03007,查無此商店代號,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG03008,已存在相同的商店訂單編號,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
ezpay,MPG03009,交易失敗,,business,error,ezPay 跨境網路交易串接手冊 1.0.1「九、錯誤代碼」（支付寶／微信 MPG）
shopline,1005,校驗錯誤,Check error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1006,紀錄已存在,Record already exists,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1008,狀態錯誤,Status error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1016,付款查詢、退款發起請求時，沒有交易紀錄,No transaction record.,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1018,付款失敗/取消/逾期 & 資訊載入失敗 & 未知原因,Business error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1901,系統連線失敗,System connection failed,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1902,系統內部格式錯誤,System internal format error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1904,[通用] 請求過於頻繁 / [Onboarding] 請求過於頻繁,Requests are too frequent / Requests too frequent,multi,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用、Onboarding）
shopline,1997,資料庫錯誤,Database error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1998,系統配置錯誤,System configuration error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,1999,系統異常,Server error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2001,APPID不存在,APPID does not exist,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2002,簽名錯誤,Signature error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2003,請求URL錯誤,Request URL error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2004,系統內部錯誤,Internal System Error,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2005,訪問拒絕,Access denied,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2006,錯誤請求,Bad request,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2007,無法訪問,Not found,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2008,服務無法存取,Service cannot be accessed,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2009,Token逾期,Token expired,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2010,Token被篡改,Token tampered,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2011,付款工具狀態禁止修改,InstrumentStatus forbidden change,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,2013,特店未與平台 Connect,Merchants are not connected to the platform,api,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：通用）
shopline,URL_NOT_FOUND,[Connect] URL不存在 / [Onboarding] URL不存在,The url does not exist,multi,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：Connect、Onboarding）
shopline,ACCESS_DENIED,apiKey 或 clientKey 不正確/金鑰與商家ID或平台ID不符/金鑰錯誤/商家沒有存取資源權限,Access Denied,auth,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：Connect）
shopline,MERCHANT_NOT_EXISTS,特店ID不存在,Merchant information does not exist,auth,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：Connect）
shopline,UNAUTHORIZED_CLIENT,客戶端ID錯誤或授權參數錯誤,The client is not authorized to access the requested resource,auth,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：Connect）
shopline,SERVER_ERROR,其他系統錯誤,System exception,auth,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：Connect）
shopline,KEY_INCORRECT,平台 Authorize觸發 connect綁定的時 apiKey錯誤,"The apiKey or clientKey format is incorrect, please check the parameters",auth,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：Connect）
shopline,INVALID_SCOPE,授權範圍錯誤,The requested range parameter value is invalid or not supported by the authorized server,auth,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：Connect）
shopline,1001,重複下單，交易已存在,Order exsit,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,1003,下單過程中，參數缺失,Param miss,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,1004,[下單] 下單請求過程中，因入參錯誤等系統原因導致的下單失敗 / [Onboarding] 因入參錯誤等系統原因導致的失敗,Param error / The request header is invalid,multi,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單、Onboarding）
shopline,1025,下單請求過程中，超過最大付款限額或不足最低付款限額,Create amount error,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4001,通路連線失敗,Channel connection failed,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4002,通路錯誤,Channel error,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4003,通路回應逾時,Channel response timeout,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4101,付款超額，付款金額不在最低和最高限額之間,Wrong amount,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4102,發起請求過程中，因為交易異常情況，下單失敗,Payment declined due to order abnormalities.,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4103,因為列表以外的未知原因導致下單失敗,The payment has been declined for unspecificed reasons.,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4104,因為特店帳戶狀態異常，導致交易下單被拒絕。,Payment declined (issues with merchant account),create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4105,由於顧客帳戶狀態異常，導致交易失敗,Payment declined (issues with customer account),create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4106,IP位址在通路側未加入白名單,The payment(s) failed due to system issues.,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4107,交易幣種通路不支援,The payment has been declined for unspecificed reasons.,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4108,喚起付款表單失敗,Failed to pull up the form,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,4109,網站網域未設定,Invalid store url,create,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：下單）
shopline,3000,命中 SLP 風控，使用者行為異常,The payment was declined due to payer/card irregularities.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,3001,命中 SLP 風控，交易卡異常,The payment was declined due to payer/card irregularities.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,3002,命中 SLP 風控，收貨人資訊異常,The payment was declined due to payer/card irregularities.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,3003,命中 SLP 風控，高風險交易,The payment was declined due to payer/card irregularities.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,3004,命中 SLP 風控，交易資訊異常,The payment was declined due to payer/card irregularities.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,1012,特店 SLP 付款權限已停用,Merchant payment permission is disabled,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4350,命中通路/銀行風控，交易被拒絕,The payment was rejected by the issuing bank.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4400,通路端交易過程中資料傳輸異常、系統異常,The payment failed due to the transaction timed out.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4401,通路端交易交易逾期,The payment period has expired.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4402,ATM 虛擬帳號場景：客戶實際繳款金額與產生帳號的金額不一致,The payment failed due to the actual amount [xxx幣種] paid by the payer is different from the set amount.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4403,系統繁忙,System Busy,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4404,付款完成後，token內與付款請求內金額錯誤,Payment token amount not match,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4405,與錢包前端互動後，回應的token非法,Payment token invailid,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4406,付款公鑰錯誤,Payment public key invailid,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4407,付款私鑰錯誤,Payment private key invailid,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4408,付款簽名錯誤,Payment signature invailid,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4409,與通路前端互動後，回傳的token逾期,Payment token expires,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4410,與通路互動後，通路提示重複付款,Duplicate payment.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4411,通路介面回傳鑑權失敗,Payment failed due to technical issue,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4412,通路介面回應not found,Payment failed due to technical issue,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4450,銀行卡付款中，3DS驗證流程逾時,The payer did not complete 3D Secure authentication.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4451,發卡行回傳信用卡交易失敗,The payment was rejected by the issuing bank.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4452,銀行卡付款中，3DS交驗不透過,The payer's attempt at 3D Secure authentication failed.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4453,銀行卡CVV2驗證不透過,The CVC number is incorrect.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4454,交易卡餘額不足,The card has insufficient funds to complete the purchase.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4455,交易卡卡號驗證不透過（卡號無效）,The card number used is invalid.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4456,通路側系統異常,The payment failed due to system issues.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4457,發卡行識別出為高風險交易,The payment was declined by the issuing bank due to payer/card abnormalities.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4458,交易依然pending在通路側，處理中,The payment is still being processed.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4459,發卡銀行識別出銀行卡已過有效期限,The card used has expired.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4460,發卡行回傳交易密碼輸入次數超額限額,The payer exceeded the maximum number of PIN attempts.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4461,發卡行回傳交易金額超過最大/最小限額,The payer exceeded their available balance/credit limit.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4462,發卡行回傳交易密碼檢定不透過,The PIN entered is invalid.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4463,發卡銀行識別出交易卡為被竊/遺失卡,The payment was declined after being flagged by the issuing bank.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4464,卡被凍結,The selected card application is blocked.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4465,輸入PIN,Card/E-Wallet requires online pin,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4466,金融卡卡受限,Restricted Card or Invalid card in this country,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4467,已超交易次數,The number of withdrawals permitted for the shopper's card was exceeded,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4468,付款碼或收款碼已逾期或無效,"Invalid QR Code, or QR Code has expired.",payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4550,客戶自主取消交易,Customer cancellation,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4551,客戶發起了拒付，交易正在爭議期,Customer dispute,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4552,顧客付款帳號異常,Customer account error,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,4600,Others-Exception,The payment has been declined for unspecificed reasons.,payment,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：付款）
shopline,1010,特店SLP退款權限已停用,Merchant refund permission is disabled,refund,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：退款）
shopline,1013,退款要求已存在，不可重複發起退款,The refund request is existing.,refund,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：退款）
shopline,1014,交易已完成全部金額退款，無可退款金額,The refund failed due to exceeded the allowable refund amount.,refund,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：退款）
shopline,1015,特店帳戶未完成高級認證，不可發起退款,Refund decline（issues with customer account）,refund,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：退款）
shopline,1020,付款交易可以退款的時效為180天，如超過，無法退款,The allowable refund period has expired.,refund,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：退款）
shopline,1021,請求退款的交易不存在或狀態異常（失敗/逾時）,The refund failed due to the order does not exist or is in exception status.,refund,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：退款）
shopline,1202,通路不支援線上退款API，只能線下退款,Refund is not support currently,refund,error,見 SHOPLINE Payments 錯誤碼附錄（docs.shoplinepayments.com/appendix/errorCode/，場景：退款）
