provider,code,message_zh,message_en,category,severity,solution
payuni,UPP02101,此交易金額無法使用，ATM轉帳，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02102,此交易金額無法使用，超商代碼，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02103,此交易金額無法使用，7-ELEVEN大宗寄倉-常溫，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02104,此交易金額無法使用，7-ELEVEN大宗寄倉-冷凍，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02105,此交易金額無法使用，7-ELEVEN店到店-常溫，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02106,此交易金額無法使用，7-ELEVEN店到店-冷凍，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02107,此交易金額無法使用，黑貓宅配，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02108,此交易金額無法使用，後支付(AFTEE)，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02109,此支付工具未啟用，街口支付，請聯繫商店。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02110,街口支付開關，格式錯誤。,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02111,商店代號比對異常,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02112,優惠券使用開關，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02113,代理商未開啟優惠券功能,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02114,商店尚未啟用優惠券,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02120,收件人姓名(固定)，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP02121,收件人手機(固定)，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03000,交易已逾期,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03001,交易Token已失效,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03002,商店資料不存在,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03003,解密資料不存在,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03004,查無對應Gateway,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03005,Gateway結果空白,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03006,送出資料解析失敗,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03007,未有任何允許交易方式,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03008,訂單不允許此支付工具,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03009,未有信用卡卡號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03010,信用卡卡號，長度不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03011,未有信用卡分期數,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03012,信用卡分期數錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03013,未有信用卡到期日,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03014,信用卡到期日，格式錯誤(MMYY),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03015,信用卡到期日，年份錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03016,信用卡到期日，月份錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03017,未有信用卡安全碼,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03018,信用卡安全碼，長度不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03019,信用卡安全碼，僅能輸入數字,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03020,虛擬帳號(ATM)銀行不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03021,訂單金額不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03022,[交易建立 (整合式支付頁|UPP)] 未有AppleDetail確認資料 / [交易建立 (整合式支付頁|UPP)] 未有GoogleDetail確認資料 / [交易建立 (整合式支付頁|UPP)] 未有SamsungDetail確認資料,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03023,未有選擇物流地圖,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03024,物流地圖資料異常,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03025,未有收件人姓名,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03026,收件人姓名，超過允許長度,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03027,未有收件人電子信箱,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03028,收件人電子信箱格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03029,未有收件人手機號碼,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03030,手機號碼格式錯誤(09開頭),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03031,未有收件人地址,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03032,收件人地址長度超過限制,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03033,未有希望配達時段,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03034,無法辨識的希望配達時段,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03035,取得資訊失敗(PayDetail),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03036,未有登入資訊,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03037,未有買方名稱(抬頭),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03038,未有載具類別,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03039,無法辨識的載具類別,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03040,載具資料不可為空,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03041,載具資料，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03042,載具資料，格式錯誤(長度),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03043,"英文姓名格式錯誤(限大小寫英文，『,』『-』『.』)，不可空白結尾",,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03044,未有優惠碼,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03045,優惠券優惠碼比對不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP03046,未有優惠券優惠碼對應資訊,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP04001,等待Token已失效,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05001,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05002,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05003,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05004,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05005,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05006,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05007,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05008,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05009,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP05010,交易風控(拒絕交易),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP06001,顯示QRCode(未有TradeNo),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,UPP06002,顯示QRCode(未有QRCode值),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立 (整合式支付頁|UPP)
payuni,OBJ01000,處理Token異常,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,OBJ01001,查無符合對應類型,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,OBJ01002,未有 Token,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,OBJ01003,Token 已過期,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,OBJ01004,未有商店資料,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,OBJ01005,未有訂單資料,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,OBJ01006,未有任何支付工具可使用,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN00000,系統異常,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN01001,未有商店代號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN01002,資料 HASH 比對不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN01003,資料解密失敗,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN01004,解密資料不存在,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN01005,[交易建立(信用卡免跳轉支付元件)] 查無符合商店資料 / [交易建立(信用卡免跳轉支付元件)] 查無符合商店(代理商)資料,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN01006,已存在相同商店訂單編號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02000,Token設定失敗,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02001,AesType，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02002,商店未有設定AesType,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02003,商店AesType不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02004,未有商店代號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02005,未有商店訂單編號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02006,商店訂單編號，超過長度限制,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02007,商店訂單編號，格式錯誤(英數字-_),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02008,未有訂單金額,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02009,訂單金額，僅可輸入整數,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02010,訂單金額，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02011,時間戳記，已過期,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02012,時間戳記，僅可輸入整數,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02013,時間戳記，已過期,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02014,前景通知網址，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02015,背景通知網址，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02016,綁定類型，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02017,未有綁定Token,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02018,綁定Token，長度超過限制,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02019,綁定Token，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02020,綁定Token類型，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02021,超過額度，未有會員HASH,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02022,Domain，不得空白,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02023,Domain，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02024,GrantExport參數值錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02025,未有商品說明,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02026,未有消費者電子信箱,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02027,消費者電子信箱，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02028,未有買方名稱(抬頭),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02029,未有載具類別,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02030,無法辨識的載具類別,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02031,載具資料不可為空,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02032,載具資料，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02033,載具資料，格式錯誤(長度),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02034,商店不提供捐贈發票選項,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02035,此捐贈碼不在商店提供範圍內,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN02036,手機條碼不正確,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03001,未有商店資料,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03002,確認支付工具異常,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03003,商店資料異常,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03004,未有設定允許Domain,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03005,未有設定允許幕後IP,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03006,設定允許幕後IP不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03007,代理商未開啟撥款指示功能,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN03008,商店未提供約定信用卡交易,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,TOKEN04001,買方會員資料取得(驗證)失敗,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE00000,系統異常,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE01001,未有商店代號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE01002,資料 HASH 比對不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE01003,資料解密失敗,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE01004,解密資料不存在,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE01005,[交易建立(信用卡免跳轉支付元件)] 查無符合商店資料 / [交易建立(信用卡免跳轉支付元件)] 查無符合商店(代理商)資料,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE01006,已存在相同商店訂單編號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02001,AesType，格式錯誤,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02002,商店未有設定AesType,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02003,商店AesType不符合,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02004,未有交易Token,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02005,未有商店代號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02006,未有商店訂單編號,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02007,商店訂單編號，超過長度限制,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02008,商店訂單編號，格式錯誤(英數字-_),,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
payuni,IFTRADE02009,未有訂單金額,,api,error,見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）「錯誤代碼」：交易建立(信用卡免跳轉支付元件)
