provider,code,status_zh,status_en,category,description,next_action
ecpay,7032,寄件門市關轉，請重選門市,,status,物流商：FAMI、FAMIC2C、HILIFE、HILIFEC2C,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7033,資料異常,,error,物流商：FAMI,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7034,貨物進店發生異常，請洽客服,,error,物流商：FAMI、FAMIC2C,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7035,逾期未領，貨件銷毀,,status,物流商：FAMI、FAMIC2C,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7036,貨件破損，請洽客服,,error,物流商：FAMI、FAMIC2C,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7037,訂單上傳失敗,,error,物流商：FAMI,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,311,訂單傳送物流成功,,status,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,325,退貨訂單處理中(綠界已收到訂單資料),,returning,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3033,EC客戶要求提早退貨,,returning,物流商：HILIFE、HILIFEC2C,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5001,損壞，站所將協助退貨,,returning,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5002,遺失,,error,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5003,BASE列管(寄件人和收件人聯絡不到),,status,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5004,[HILIFE、HILIFEC2C] 賣家未取包裹，待申請退回 / [TCAT] 一般單退回,,returning,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5005,代收退貨,,returning,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5006,代收毀損,,status,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5007,代收遺失,,error,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,5008,退貨配完,,returning,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7001,超大(通常發生於司機取件，不取件),,status,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7002,超重(通常發生於司機取件，不取件),,status,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7003,地址錯誤，聯繫收件人,,error,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7004,航班延誤,,status,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7005,託運單刪除,,status,物流商：HILIFE、HILIFEC2C、TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,9001,退貨已取,,returned,物流商：HILIFE、HILIFEC2C,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,9002,退貨已取,,returned,物流商：HILIFE、HILIFEC2C,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3001,轉運中(即集貨),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3002,不在家,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3003,配完,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3004,送錯BASE (送錯營業所),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3005,送錯CENTER(送錯轉運中心),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3006,配送中,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3007,公司行號休息,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3008,地址錯誤，聯繫收件人,,error,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3009,搬家,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3010,轉寄(如原本寄到A，改寄B),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3011,暫置營業所(收件人要求至營業所取貨),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3012,到所(收件人要求到站所取件),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3013,當配下車(當日配送A至B營業所，已抵達B營業所),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3014,當配上車(當日配送從A至B營業所，已抵達A營業所),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3015,空運配送中,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3016,配完狀態刪除,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3017,退回狀態刪除(代收退貨刪除),,returning,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3117,拒收(調查處理中),,error,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3118,暫置營業所,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3119,暫置營業所(假日暫置),,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3120,預備配送中,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3121,轉交門市配達,,at_store,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3122,另約時間,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3123,逾期未取，門市刷退,,returning,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3124,退貨包裹待司機取回,,returning,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3125,司機已到門市取回,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7024,另約時間,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7025,電聯不上,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7026,資料有誤,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7027,無件可退,,returning,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7028,超大超重,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7029,已回收,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7030,別家收走,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7031,商品未到,,status,物流商：TCAT,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3301,交寄郵件,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3302,各區郵局招領中,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3303,投遞不成功,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3304,依寄件人指示銷毀,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3305,拒收,,error,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3306,退回投遞不成功,,returning,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3307,i郵箱取件成功,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3308,投遞成功,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3309,投遞成功(收受人領取),,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3310,已退回寄件人,,returned,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3311,退回郵件投遞中,,returning,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3312,貨件投遞中,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3313,郵局貨件運轉中,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3314,到達i郵箱,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,3315,i郵箱逾期退招領,,returning,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7300,郵局接收資料異常,,error,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7301,郵件破損 - 無法投遞,,error,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,7302,郵件遺失,,error,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
ecpay,320,郵局已確認資料，可列印,,status,物流商：POST,見綠界物流貨態代碼表（developers.ecpay.com.tw/logistics_status/；各物流商代碼會不定時更新）
newebpay,SUCCESS,成功,,success,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1101,新增物流訂單失敗,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1102,查無合作商店,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1103,已存在相同的商店訂單編號,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1104,無啟用對應物流商服務,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1105,門市資訊有誤或空白,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1106,不允許 IP,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1107,查無金流訂單資料,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1108,系統異常，無法查詢物流訂單資料,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1109,查無物流訂單資料,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1110,系統異常，無法修改物流訂單資料,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1111,該筆物流單狀態已無法修改內容,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1112,修改物流單失敗,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1113,系統異常，無法查詢物流貨態歷程資料,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1114,預付費用餘額不足,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1115,取寄貨單號失敗,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,1116,該交易已建立寄貨單資訊,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,2100,資料格式錯誤,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,2101,版本錯誤,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,2102,UID_ 不可為空,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,2103,超商取貨付款的金額限 20000 元內,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,2104,超商取貨不付款的金額限 20000 元內,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,2105,一次最多僅能取得 10 筆寄貨單號,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,2106,7-ELEVEN 一次最多僅能列印 18 筆標籤 全家一次最多僅能列印 8 筆標籤 萊爾富一次最多僅能列印 18 筆標籤 OK mart 一次最多僅能列印 18 筆標籤,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,4101,IP 限制使用,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,4103,HashData_資料檢查不符合,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,4104,加密資料有誤，請確認 Hash_Key 與 Hash_IV 是否正確,,error,API 回應代碼（NDNS 1.0.0 附錄一）,
newebpay,0_1,訂單未處理,,pending,RetId 貨態代碼，官方分類：待處理（NDNS 1.0.0 附錄二）,
newebpay,0_2,物流單號已過期，請重新取號,,pending,RetId 貨態代碼，官方分類：待處理（NDNS 1.0.0 附錄二）,
newebpay,0_3,取消出貨,,pending,RetId 貨態代碼，官方分類：待處理（NDNS 1.0.0 附錄二）,
newebpay,1,訂單處理中,,pending,RetId 貨態代碼，官方分類：處理中（NDNS 1.0.0 附錄二）,
newebpay,2,超商已收件,,in_transit,RetId 貨態代碼，官方分類：運送中（NDNS 1.0.0 附錄二）,
newebpay,3,已重選門市，等待物流重新出貨,,in_transit,RetId 貨態代碼，官方分類：運送中（NDNS 1.0.0 附錄二）,
newebpay,4,商品已進物流中心驗收完成,,in_transit,RetId 貨態代碼，官方分類：運送中（NDNS 1.0.0 附錄二）,
newebpay,11,取貨門市關店，請重新選取,,in_transit,RetId 貨態代碼，官方分類：運送中（NDNS 1.0.0 附錄二）,
newebpay,5,商品送達取貨門市,,at_store,RetId 貨態代碼，官方分類：待取貨（NDNS 1.0.0 附錄二）,
newebpay,6,買家取貨完成,,completed,RetId 貨態代碼，官方分類：已完成（NDNS 1.0.0 附錄二）,
newebpay,-1,商品已退回廠商,,completed,RetId 貨態代碼，官方分類：已完成（NDNS 1.0.0 附錄二）,
newebpay,-6,已申請宅配退貨,,completed,RetId 貨態代碼，官方分類：已完成（NDNS 1.0.0 附錄二）,
newebpay,-9,物流驗收異常等待回覆,,completed,RetId 貨態代碼，官方分類：已完成（NDNS 1.0.0 附錄二）,
newebpay,-2,商品送達原寄件(指定退貨)門市,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,-3,商品退回物流中心驗收完成,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,-4,商品退往物流中心(買家未取),,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,-5,商品即將退回(買家未取),,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,-7,已同意/申請異常判賠,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,-10,商品已銷毀/拋棄,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,-11,商品已銷毀/拋棄,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,10,商品即將退回,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,12,退貨門市關店，請重新選取,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,13,商品退往物流中心(賣家未取),,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,14,請申請宅配退貨,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,15,商品已銷毀/拋棄,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
newebpay,16,請確認匯款帳號,,returning,RetId 貨態代碼，官方分類：退貨/賠償（NDNS 1.0.0 附錄二）,
payuni,91,未處理,,pending,尚未取得出貨單編號,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,92,處理中,,pending,僅超商物流有此貨態；出貨單編號傳送至上游物流服務廠商確認中,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,98,處理中(已接收),,pending,僅超商物流-大宗寄倉有此貨態；已配出貨單編號，待傳送至物流中心,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,21,待出貨,,pending,等待商店出貨,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,22,物流驗收,,in_transit,僅超商物流有此貨態；物流中心驗收中,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,31,配送中,,in_transit,安排出貨中；(超商物流有可能於此貨態階段發生門市關轉，需要重選門市的狀況),物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,32,待取貨,,at_store,僅超商物流有此貨態；包裹配達門市(PPS101)；包裹補配達門市(PPS102)；包裹今日23:59後將退回物流中心,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,33,異常訂單,,error,配送過程異常,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,11,已取貨,,picked_up,消費者已取貨,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,41,已取消,,cancelled,訂單已被商店取消,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,43,賠償訂單,,error,物流中心/黑貓宅配確認賠償訂單產生,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,44,包裹遺失,,error,超商門市/物流中心將包裹弄丟，經18天協尋後無法找到包裹，後續將走遺失賠償流程,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,46,包裹拋棄,,returned,僅超商物流-店到店有此貨態；賣家未取包裹退回物流中心暫時保管後，商店未於期限內提供宅配收件資料，物流中心依流程將逾期未轉宅配退回包裹拋棄處理。,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,51,一般退貨,,returning,退貨便/黑貓退貨,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,52,買家未取,,returning,因買家超過取貨期限未取件，產生退貨(取貨期限請以買家實際收到簡訊截止日為準,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,53,廠退,,returning,僅超商物流有此貨態；包裹退回物流中心/黑貓集貨所,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,55,賣家未取,,returning,僅超商物流-店到店有此貨態；買家未取包裹配達退貨門市後，商店未於期限內至退貨門市領取包裹。,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,56,已轉宅配退回,,returning,僅超商物流-店到店有此貨態；商店提供宅配收件資料後，物流中心將賣家未取包裹交付黑貓宅配退回指定收件地址(運費貨到付款)。,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,81,門市關轉,,status,取件/退貨(僅C2C)門市因門市裝修、搬遷、改店號等狀況導致門市暫歇，需要在期限內重新選擇其他可以配達的門市,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,82,待轉宅配退回,,returning,僅超商物流-店到店有此貨態；賣家未取包裹退回物流中心暫時保管後，PAYUNi將寄發通知信給商店，提醒商店於保管期限內提供宅配收件資料，收取退回包裹。,物流貨態狀態碼（docs.payuni.com.tw/web/#/7/120）
payuni,API00001,API程式不存在,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00002,無API類型,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00003,無API版本號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00004,未有交易Token,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00005,未有加密資料(EncryptInfo),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00006,未有Hash資料(HashInfo),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00007,Token已失效,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00008,門市地圖等待過久，已失效,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,API00009,系統發生錯誤，請聯絡客服,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01001,未有商店代號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01002,資料HASH比對不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01003,資料解密失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01004,解密資料不存在,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01005,查無符合商店資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01006,未有商店代號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01007,未有時間戳記,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01008,時間戳記，僅可輸入整數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01009,時間戳記，已過期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01010,未有物流別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01011,無法辨識的物流別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01012,未有通路別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01013,無法辨識的通路別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01014,未有寄件人姓名,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01015,寄件人姓名長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01016,寄件人電話區碼格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01017,寄件人電話區碼長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01018,寄件人電話格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01019,寄件人電話號碼長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01020,寄件人手機號碼格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01021,未有寄件人地址,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01022,未有販賣商品類別代碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01023,無法辨識的販賣商品類別代碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01024,電話或手機號碼需二擇一輸入,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01025,寄件人地址驗證失敗(郵號),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01026,未有寄件人地址郵遞區號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01027,寄件人地址郵遞區號應為3碼長度,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01028,寄件人地址郵遞區號格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01029,無法驗證(地址)郵遞區號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01030,未有商店自訂編號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01031,商店自訂編號長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01032,商店自訂編號格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01033,未有訂單金額,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01034,訂單金額，僅可輸入整數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01035,訂單金額，格式錯誤(30~20000),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01036,未有寄件溫層型態,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01037,無法辨識的寄件溫層型態,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
